loc,v(g),ev(g),iv(g),defects_binned
-0.53553736117692,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
0.39140585082260826,0.0499957923584421,-0.35457424071719756,0.2191622654392884,3
1.93195935808943,-0.25721900173007395,-0.35457424071719756,-0.10988345329915403,3
-0.06553798607856766,-0.18041530320794494,-0.35457424071719756,-0.00020154705300655105,3
-0.14387121526162638,-0.33402270025220293,-0.35457424071719756,-0.21956535954530151,3
0.469739080005667,0.2036031894027001,0.23607983021694867,-0.00020154705300655105,3
-0.4441485937966848,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.23525998264186157,-0.33402270025220293,-0.35457424071719756,-0.21956535954530151,3
1.3183490628221366,1.2020512701903772,2.451032596219997,0.6578898904238784,3
0.4044613890197847,0.28040688792482915,0.08841631248341213,0.2191622654392884,3
0.5350167709915492,0.35721058644695813,0.9743974188846315,0.3288441716854359,3
-0.391926441007979,-0.25721900173007395,-0.35457424071719756,-0.329247265791449,3
0.07807293409037334,-0.18041530320794494,-0.35457424071719756,-0.00020154705300655105,3
0.3391836980339024,0.1267994908805711,-0.35457424071719756,0.10948035919314092,3
1.2530713718362543,1.2020512701903772,0.9743974188846315,0.4385260779315834,3
-0.4180375174023319,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
2.7152916499200175,3.275751130287861,4.518321844489509,1.315981327900763,3
0.4566835418084905,0.1267994908805711,-0.35457424071719756,-0.329247265791449,3
0.5611278473859022,0.2036031894027001,-0.35457424071719756,0.3288441716854359,3
0.8875163023153135,0.8180327775797323,1.4173879720852411,0.4385260779315834,3
0.09112847228754979,-0.02680790616368691,0.3837433479504852,-0.10988345329915403,3
1.8927927434979006,2.2004993509780544,3.337013702621216,1.315981327900763,3
-0.1960933680503322,-0.02680790616368691,0.3837433479504852,-0.10988345329915403,3
-0.0524824478813912,0.1267994908805711,-0.35457424071719756,-0.10988345329915403,3
3.2897353305957813,2.8149289391550867,4.370658326755972,2.193436577869943,3
-0.16998229165597928,-0.25721900173007395,-0.35457424071719756,-0.10988345329915403,3
1.5402932121741362,-0.10361160468581593,0.08841631248341213,-0.10988345329915403,3
0.6786276911604903,0.7412290790576032,0.8267339011510949,0.10948035919314092,3
0.07807293409037334,-0.25721900173007395,-0.35457424071719756,-0.10988345329915403,3
-0.3658153646136261,-0.33402270025220293,-0.35457424071719756,-0.21956535954530151,3
-0.13081567706444994,-0.02680790616368691,0.08841631248341213,-0.00020154705300655105,3
-0.40498197920515544,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.2874821354305674,-0.25721900173007395,-0.35457424071719756,-0.329247265791449,3
-0.03942690968421474,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
0.27390600704802015,1.1252475716682482,2.5986961139535336,0.4385260779315834,3
0.469739080005667,-0.02680790616368691,-0.35457424071719756,0.10948035919314092,3
2.1800145838357827,1.5092660642788933,2.0080420430193873,1.6450270466392056,3
-0.47025967019103776,-0.33402270025220293,-0.35457424071719756,-0.329247265791449,3
0.025850781301667528,0.5108179834912162,1.4173879720852411,0.3288441716854359,3
-0.23525998264186157,-0.25721900173007395,-0.35457424071719756,-0.329247265791449,3
-0.24831552083903802,-0.33402270025220293,-0.35457424071719756,-0.21956535954530151,3
0.3522392362310789,-0.02680790616368691,-0.05924720525012443,-0.00020154705300655105,3
1.3836267538080187,0.9716401746239902,0.9743974188846315,0.7675717966700257,3
0.5350167709915492,1.0484438731461192,1.7127150075523143,0.3288441716854359,3
0.14335062507625562,-0.18041530320794494,-0.35457424071719756,-0.00020154705300655105,3
0.7177943057520196,0.6644253805354742,1.2697244543517046,-0.00020154705300655105,3
-0.2222044444446851,-0.33402270025220293,-0.35457424071719756,-0.21956535954530151,3
5.535287900510132,7.960776740137731,13.525796426235239,8.88403285888494,3
0.8875163023153135,1.5860697628010223,1.5650514898187777,0.5482079841777309,3
0.9266829169068429,0.9716401746239902,2.155705560752924,0.7675717966700257,3
1.0050161460899016,0.2036031894027001,0.5314068656840217,0.3288441716854359,3
-0.35275982641644965,-0.25721900173007395,-0.35457424071719756,-0.21956535954530151,3
0.025850781301667528,0.28040688792482915,0.6790703834175583,0.6578898904238784,3
1.070293837075784,3.736573321420635,7.619255716893777,5.593575671500515,3
-0.4441485937966848,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.4441485937966848,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
1.5664042885684892,1.5860697628010223,2.894023149420607,2.412800390362238,3
0.9266829169068429,1.5860697628010223,2.451032596219997,1.315981327900763,3
-0.4441485937966848,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.4441485937966848,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.4310930555995084,-0.33402270025220293,-0.35457424071719756,-0.329247265791449,3
1.788348437920489,2.2773030495001834,3.4846772203547527,3.3999375465775654,3
1.6839041323430775,0.7412290790576032,-0.35457424071719756,1.315981327900763,3
0.4566835418084905,0.6644253805354742,1.122060936618168,1.2062994216546157,3
-0.4441485937966848,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.391926441007979,-0.18041530320794494,-0.35457424071719756,-0.329247265791449,3
-0.00026029509268538174,0.2036031894027001,-0.35457424071719756,-0.00020154705300655105,3
-0.3658153646136261,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.3005376736277438,-0.10361160468581593,-0.35457424071719756,-0.329247265791449,3
0.6002944619774315,0.1267994908805711,-0.35457424071719756,0.3288441716854359,3
-0.37887090281080255,-0.33402270025220293,-0.35457424071719756,-0.21956535954530151,3
0.051961857696020436,-0.18041530320794494,-0.35457424071719756,-0.00020154705300655105,3
1.135571528061666,1.8164808583674092,2.155705560752924,2.3031184841160903,3
-0.2874821354305674,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.2613710590362145,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.13081567706444994,-0.33402270025220293,-0.35457424071719756,-0.21956535954530151,3
-0.37887090281080255,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.391926441007979,-0.25721900173007395,-0.35457424071719756,-0.21956535954530151,3
-0.47025967019103776,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.32664875002209676,-0.25721900173007395,-0.35457424071719756,-0.329247265791449,3
-0.4833152083882142,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
2.4150142713849587,3.736573321420635,2.74635963168707,2.412800390362238,3
0.3391836980339024,-0.10361160468581593,-0.35457424071719756,-0.00020154705300655105,3
-0.06553798607856766,-0.18041530320794494,-0.35457424071719756,-0.00020154705300655105,3
0.8352941495266077,0.43401428496908717,0.23607983021694867,0.5482079841777309,3
-0.3135932118249203,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
0.756960920343549,0.35721058644695813,-0.35457424071719756,0.3288441716854359,3
0.7439053821463725,0.5876216820133452,0.23607983021694867,0.7675717966700257,3
0.14335062507625562,-0.02680790616368691,-0.35457424071719756,-0.10988345329915403,3
-0.49637074658539065,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.49637074658539065,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.49637074658539065,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.49637074658539065,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.49637074658539065,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
0.10418401048472625,-0.10361160468581593,0.23607983021694867,-0.10988345329915403,3
-0.3658153646136261,-0.25721900173007395,-0.35457424071719756,-0.329247265791449,3
-0.40498197920515544,-0.33402270025220293,-0.35457424071719756,-0.329247265791449,3
1.7230707469346067,0.6644253805354742,1.122060936618168,0.3288441716854359,3
-0.11776013886727348,-0.18041530320794494,-0.35457424071719756,-0.10988345329915403,3
-0.49637074658539065,-0.41082639877433197,-0.35457424071719756,-0.329247265791449,3
-0.37887090281080255,-0.33402270025220293,-0.35457424071719756,-0.21956535954530151,3
1.2139047572447248,0.35721058644695813,-0.35457424071719756,0.5482079841777309,3
0.09112847228754979,-0.02680790616368691,-0.05924720525012443,0.10948035919314092,3
0.03890631949884398,-0.02680790616368691,-0.35457424071719756,-0.10988345329915403,3
0.30001708344237304,-0.18041530320794494,0.08841631248341213,-0.329247265791449,3
-0.02637137148703829,-0.10361160468581593,-0.05924720525012443,0.10948035919314092,3
0.22168385425931433,0.0499957923584421,0.23607983021694867,0.3288441716854359,3
-0.14387121526162638,-0.18041530320794494,-0.05924720525012443,-0.00020154705300655105,3
0.03890631949884398,0.2036031894027001,0.8267339011510949,0.10948035919314092,3
-0.14387121526162638,-0.02680790616368691,-0.35457424071719756,-0.10988345329915403,3
-0.18303782985315575,-0.33402270025220293,-0.35457424071719756,-0.21956535954530151,3
