n,v,l,d,i,e,t,lOCode,lOComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,defects_binned
-0.4544097931333606,-0.34694105377219514,5.398976299783895,-0.7042526242004941,-0.826213240805324,-0.08480810277024677,-0.08476897721576199,-0.42356913457284295,-0.192972415260795,-0.36361177378111414,-1.013264736343991,-0.5907033631280184,-0.4429579331078582,-0.45232331669074355,3
0.334984576867298,0.23734782500321208,-0.5322149523626559,0.3276625863413571,0.7671590179724704,-0.031807434494349224,-0.03180761957793101,0.41500380457940617,0.8058182043194607,0.3384705641690173,0.5795260835362644,0.7216969523197582,0.2896213242978488,0.39466544830156336,3
1.9458299410310784,1.8949445335695612,-0.46978136023479755,0.1539844696007555,6.548616573887815,0.085971861585806,0.0859718378155097,1.7231775896569148,2.91437617898889,2.344420101169393,0.5795260835362644,4.433914987443469,1.7217807734603572,2.2381115838730548,3
0.04647495940512833,-0.038525546131283214,-0.46978136023479755,0.16093159427037973,0.1574072638841221,-0.061110499373999407,-0.06111059244567138,0.029260252569371585,-0.192972415260795,0.13787561046897975,-0.017770473918831405,-0.028246085078971292,0.05202805162572762,0.035940794893056904,3
-0.013631210899490341,-0.047085195410423095,-0.34491417597908064,-0.10305914317533475,0.5260470809103793,-0.06838673591576667,-0.06838662185917763,-0.12168287647803325,-0.3039491507697123,0.037578133618960965,0.2808778048087165,0.2717311298805205,0.005829359717259613,-0.043775794753277864,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.39430362282874193,-0.3213033572566027,1.4032264036009554,-0.6080616672364687,-0.32917405488576046,-0.08448355909388683,-0.08448353712774137,-0.356483299440663,-0.3039491507697123,-0.36361177378111414,-0.7146164576164432,-0.4407147556482725,-0.390159428069609,-0.3925358744559925,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.3101549844022758,-0.26115377361734576,0.0921209689159283,-0.3905632256566998,-0.14819485393433546,-0.08216203955602441,-0.08216190250761446,-0.30616892309152804,-0.3039491507697123,-0.26331429693109537,-0.017770473918831405,-0.17823469255871718,-0.30436185738245414,-0.3128192848096577,3
0.05849619346605207,0.011228704407524376,-0.46978136023479755,0.16948190155607087,0.3096273301739242,-0.057036729377849545,-0.05703654625467778,0.04603171135241657,-0.192972415260795,1.1408503789691673,0.7786249360212963,0.23423397801058402,0.1246259960533202,-0.043775794753277864,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.4223531689708973,-0.3335343741783616,2.2772966933909737,-0.6508132036649243,-0.46309285366362063,-0.08468611982685922,-0.08468612087671391,-0.406797675789798,-0.3039491507697123,0.13787561046897975,-0.7146164576164432,-0.47821190751820897,-0.4165586805887336,-0.422429595573368,3
5.427980740678653,4.640503604005958,-0.7819493208740896,4.425931747214199,2.0415663286849925,2.0747734619266898,2.074773372549719,1.8908921774873646,9.90591051605068,1.2411478558191862,2.072767477174004,1.7716172046779795,6.684840247055777,3.4039667074507007,3
0.6795932866137784,0.25112061007826175,-0.7195157287462313,1.4306522261955161,-0.031705833739276976,0.024597662653246036,0.024597661792432963,0.5491754748437659,-0.3039491507697123,1.1408503789691673,-0.4159681788888953,-0.25322899629859014,0.6526110464358117,0.7035672331811105,3
0.651543740471623,0.5366519469355455,-0.6570821366183729,0.9865706415449318,0.6707142431476341,0.04398751895853642,0.04398770225646225,0.7168900626742158,-0.3039491507697123,0.9402554252691299,1.4754709197189082,1.1341656228890593,0.6130121676571249,0.7135318068869023,3
0.8318622513854791,0.7195396822563486,-0.6570821366183729,1.0277189953573203,0.9440712705879083,0.07429038366097052,0.07429033685481758,0.9181475680707556,1.1387484108462127,0.9402554252691299,1.575020345961424,1.584131445328297,0.712009364603842,0.992539870649074,3
0.22679347031898436,0.13100191733274175,-0.5946485444905144,0.5959284774299171,0.20882511070338738,-0.030708483252675976,-0.03070853024045837,0.12988900526764147,-0.3039491507697123,0.8399579484191111,0.7786249360212963,0.2717311298805205,0.25662225864894306,0.17544482677414275,3
1.649306167528293,1.3522679256873218,-0.7195157287462313,1.5166896932577834,1.394631046953334,0.2380992299432727,0.23809939056132773,2.310178647063489,-0.192972415260795,1.1408503789691673,0.9777237885063284,1.4716399897184875,1.5237863795669226,1.7996703408182135,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
0.12260944179097866,-0.0002443194756600863,-0.5322149523626559,0.33941925885918256,0.0975650240831693,-0.05299149878732242,-0.05299149978235102,0.04603171135241657,-0.3039491507697123,0.23817308731899853,-0.21686932640386333,-0.028246085078971292,0.025628799106603047,0.26512599012626936,3
2.8033446373769713,2.649240422425234,-0.7195157287462313,1.4269114667580263,3.2741421707987906,0.4620570830778804,0.4620571750363936,3.299694715263143,4.246097005095898,2.143825147469355,1.67456977220394,3.6089776463048664,2.7447518085764346,2.8260214325147737,3
-0.10579400536657231,-0.10762151019180986,-0.34491417597908064,-0.11428142148780444,0.26692437264605995,-0.07192166352123935,-0.07192168756466352,-0.08813995891194329,-0.3039491507697123,0.13787561046897975,0.2808778048087165,0.30922828175045697,-0.15256615539748783,-0.03381122104748602,3
2.3385235870212537,2.159654265734576,-0.6570821366183729,1.0116871691966494,3.4109659326737845,0.28567050645594005,0.2856705290623865,1.6225488369586447,0.916794939828378,1.8429327169192988,1.0772732147488442,3.2340061276055017,2.1111697481174447,2.6267299583989367,3
0.4151261372734562,0.2901804554333729,-0.6570821366183729,1.087036752151803,0.18558540592631823,0.013428743247135163,0.013428627288753159,0.6665756863250808,1.8046088238997167,0.13787561046897975,1.0772732147488442,0.4592168892302028,0.388618521244566,0.4444883168305226,3
0.17069437803467358,0.13073894015609347,-0.34491417597908064,-0.0581700299254562,1.2026129862328012,-0.056868784182019565,-0.05686876216810544,0.12988900526764147,-0.192972415260795,0.43876804101903605,0.47997665729374844,1.02167416727925,0.11142636979375792,0.2551614164204775,3
-0.33419745252412325,-0.2807997156375403,0.34185533742736207,-0.47980705795110123,-0.1330890458292406,-0.08326331537831692,-0.08326347753525856,-0.30616892309152804,-0.192972415260795,-0.1630168200810766,-0.3164187526463793,-0.25322899629859014,-0.33076110990157875,-0.3327484322212414,3
0.006404179202049216,-0.040649989205382986,-0.46978136023479755,0.1331430955918835,0.18180895390004465,-0.061986682142267366,-0.06198679823110472,-0.004282664996718378,-0.3039491507697123,-0.06271934323105781,0.2808778048087165,0.15923967427071106,-0.013970079672083819,0.035940794893056904,3
-0.4223531689708973,-0.3335343741783616,2.2772966933909737,-0.6508132036649243,-0.46309285366362063,-0.08468611982685922,-0.08468612087671391,-0.406797675789798,-0.3039491507697123,0.13787561046897975,-0.7146164576164432,-0.47821190751820897,-0.4165586805887336,-0.422429595573368,3
-0.33419745252412325,-0.2865955263542591,-0.15761339959550538,-0.27673725991593634,-0.4744222097424418,-0.08236556694628404,-0.08236572910167272,-0.22231162917630315,0.13995779126595692,-0.4639092506311329,-0.21686932640386333,-0.4407147556482725,-0.3109616705122353,-0.36264215333861693,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
0.3109421087454505,0.20547086606125858,-0.5946485444905144,0.749834008572358,0.2489136014438313,-0.015177614900574605,-0.015177523767592934,0.3143750518811363,0.3619112622837915,1.4417428095192237,0.8781743622638123,0.42171973736026636,0.29622113742762995,0.32491343236102044,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.3742682327272024,-0.3051534647612617,0.21698815317164527,-0.4370555215226455,-0.45815441639849347,-0.08367741294764308,-0.08367734494880366,-0.37325475822370796,-0.3039491507697123,-0.4639092506311329,-0.11731990016134737,-0.4407147556482725,-0.3505605492909222,-0.4025004481617843,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.2500488140976571,-0.23157141945202922,-0.46978136023479755,0.13528067241330624,-0.4645453352121875,-0.07616487473044942,-0.07616476068731518,-0.13845433526107823,-0.3039491507697123,-0.06271934323105781,0.18132837856620054,-0.3657204519083995,-0.22516409982508043,-0.28292556369228217,3
-0.25405589211796503,-0.22688423800941587,0.21698815317164527,-0.4370555215226455,0.27680124717631416,-0.08158130868290095,-0.08158149385258273,-0.12168287647803325,-0.3039491507697123,-0.26331429693109537,-0.21686932640386333,-0.06574323694890777,-0.24496353921442385,-0.2629964162806985,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
1.6092353873252139,1.3149354794337238,-0.6570821366183729,1.0950526652321384,1.8463528085576129,0.1724192402499799,0.17241917059792283,1.5386915430434198,0.4728879977927088,1.1408503789691673,0.7786249360212963,1.509137141588424,1.583184697734953,1.6103434404081685,3
0.4471827614359195,0.32318666931034534,-0.6570821366183729,1.015962322839495,0.28319216599000807,0.01454037611179078,0.01454055935877826,0.5994898511929009,0.4728879977927088,0.7396604715690924,1.3759214934763921,0.4592168892302028,0.5338144100997512,0.30498428494943675,3
-0.033666601001029896,-0.06938669127324233,-0.40734776810693907,0.03641774442250218,0.19923873248284626,-0.0663701967520228,-0.06637031284844284,0.16343192283373145,0.4728879977927088,0.3384705641690173,0.18132837856620054,0.15923967427071106,-0.06676858471033296,0.01601164748147321,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.1739143317118068,-0.16440395468692326,0.0921209689159283,-0.4124733880762834,0.7418858390274078,-0.07953505631539984,-0.07953494227809542,-0.10491141769498827,0.02898105575703961,-0.4639092506311329,-0.21686932640386333,0.23423397801058402,-0.19876484730595584,-0.13345695810540448,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
1.5090584368175162,1.2920719343110094,-0.7195157287462313,1.6684576475788013,1.1793732814557323,0.24740454917786805,0.24740457171812125,1.1026336146842504,0.6948414688105434,0.7396604715690924,1.4754709197189082,1.734120052808043,1.3389916119330507,1.7299183248776706,3
0.743706534938705,0.613100959111767,-0.5946485444905144,0.5761558918317564,1.3127110876141654,0.02221374768905841,0.022213884918019997,0.8846046505046656,2.026562294917551,1.0405529021191486,0.9777237885063284,1.3591485341086782,0.6988097383442797,0.7932483965332371,3
-0.27008420419919665,-0.23634110353829693,-0.15761339959550538,-0.27673725991593634,-0.15981470632286993,-0.08034665717062149,-0.08034652011907126,-0.2726260055254381,-0.3039491507697123,-0.26331429693109537,0.08177895232368457,-0.17823469255871718,-0.25816316547398616,-0.28292556369228217,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
-0.39831070084904985,-0.3207000566748802,1.2783592193452387,-0.6016489367722002,-0.33846993679658804,-0.084462062477071,-0.08446199447958888,-0.37325475822370796,-0.3039491507697123,-0.26331429693109537,-0.6150670313739273,-0.403217603778336,-0.39675924119939016,-0.3925358744559925,3
-0.39831070084904985,-0.3207000566748802,1.2783592193452387,-0.6016489367722002,-0.33846993679658804,-0.084462062477071,-0.08446199447958888,-0.37325475822370796,-0.3039491507697123,-0.26331429693109537,-0.6150670313739273,-0.403217603778336,-0.39675924119939016,-0.3925358744559925,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
1.3247328478833522,1.1113498933861334,-0.7195157287462313,1.457371936463301,1.1276649383267536,0.18506923972966277,0.18506926216208688,1.1864909085994753,-0.3039491507697123,0.43876804101903605,1.3759214934763921,1.509137141588424,1.2399944149863336,1.4210165399981234,3
-0.39831070084904985,-0.3207000566748802,1.2783592193452387,-0.6016489367722002,-0.33846993679658804,-0.084462062477071,-0.08446199447958888,-0.37325475822370796,-0.3039491507697123,-0.26331429693109537,-0.6150670313739273,-0.403217603778336,-0.39675924119939016,-0.3925358744559925,3
-0.40231777886935777,-0.32347420806775806,1.2159256272173802,-0.5973737831293546,-0.4049935917209481,-0.08448928999066108,-0.08448933707147474,-0.37325475822370796,-0.3039491507697123,-0.26331429693109537,-0.6150670313739273,-0.4407147556482725,-0.39675924119939016,-0.4025004481617843,3
-0.390296544808434,-0.31501768709318617,0.6540232980666542,-0.5396592089509393,-0.40760805850836834,-0.0842192013414813,-0.08421922540617804,-0.339711840657618,-0.3039491507697123,-0.36361177378111414,-0.4159681788888953,-0.403217603778336,-0.3835596149398279,-0.3925358744559925,3
-0.4584168711536685,-0.34745669529503487,-0.8443829130019481,-0.7576920447360638,-0.8552628717766603,-0.08481040433521635,-0.08481040538528602,-0.44034059335588793,-0.3039491507697123,-0.4639092506311329,-1.1128141625865071,-0.6282005149979548,-0.44955774623763933,-0.4622878903965354,3
2.1221413739246264,1.8342174314247235,-0.6570821366183729,1.072608108607199,2.733238042112509,0.24871239045618002,0.248712459029995,1.4883771666942849,0.583864733301626,1.9432301937693177,0.7786249360212963,2.2215830271172172,1.992373111781384,2.2680053049904303,3
0.6355154283903914,0.5064662921885065,-0.46978136023479755,0.20635510172561386,1.8114932513920092,-0.016054119887938312,-0.016054143834721507,0.5994898511929009,0.13995779126595692,0.43876804101903605,0.47997665729374844,1.2841542303688052,0.5932127282677814,0.6836380857695268,3
-0.39831070084904985,-0.3207000566748802,1.2783592193452387,-0.6016489367722002,-0.33846993679658804,-0.084462062477071,-0.08446199447958888,-0.37325475822370796,-0.3039491507697123,-0.26331429693109537,-0.6150670313739273,-0.403217603778336,-0.39675924119939016,-0.3925358744559925,3
-0.2981337503413521,-0.25288804000622456,-0.03274621533978849,-0.33017668045150605,-0.18944532991363291,-0.08143357122750385,-0.08143359528738194,-0.30616892309152804,-0.3039491507697123,-0.26331429693109537,0.08177895232368457,-0.17823469255871718,-0.29116223112289186,-0.30285471110386586,3
0.08253866158789953,0.01785985439124358,-0.40734776810693907,0.03748653283321365,0.5283710513880864,-0.06055538491898733,-0.06055545497404931,0.029260252569371585,0.3619112622837915,0.13787561046897975,0.5795260835362644,0.49671404110013934,0.3160205768169734,0.2750905638320612,3
-0.14185770754934351,-0.16853424328486966,0.5291561138109374,-0.5124051044777989,1.3417607185855018,-0.08114610576280379,-0.08114608379088513,-0.23908308795934813,-0.3039491507697123,-0.4639092506311329,-0.7146164576164432,0.009251066790965178,-0.18556522104639356,-0.0736695158706534,3
-0.209978033894578,-0.2092853928348952,-0.5322149523626559,0.3645357865109003,-0.48458958058240953,-0.07185915301666566,-0.07185913102868223,-0.1887687116102132,-0.3039491507697123,-0.26331429693109537,0.08177895232368457,-0.32822330003846306,-0.22516409982508043,-0.1832798266343637,3
0.5433526339233095,0.3604984899030298,-0.6570821366183729,1.0191686880716293,0.3441963910298143,0.020258407137855563,0.020258475316485555,0.43177526336245114,1.8046088238997167,0.7396604715690924,0.9777237885063284,0.2717311298805205,0.6988097383442797,0.2950197112436449,3
